"Category ID","Category Name","Attribute ID",Option
12,"LIVING ROOM > SECTIONALS",color,Ivory
12,"LIVING ROOM > SECTIONALS",color,Tangerine
12,"LIVING ROOM > SECTIONALS",color,"Cherry red"
12,"LIVING ROOM > SECTIONALS",color,Garnet
12,"LIVING ROOM > SECTIONALS",color,Emerald
12,"LIVING ROOM > SECTIONALS",color,Sapphire
12,"LIVING ROOM > SECTIONALS",material,Plastic
12,"LIVING ROOM > SECTIONALS",material,Metals
12,"LIVING ROOM > SECTIONALS",material,Wood
12,"LIVING ROOM > SECTIONALS",material,Paper
12,"LIVING ROOM > SECTIONALS",material,"Natural Textiles"
12,"LIVING ROOM > SECTIONALS",material,"Synthetic Textiles"
12,"LIVING ROOM > SECTIONALS",material,Leather
12,"LIVING ROOM > SECTIONALS",material,Fibers
12,"LIVING ROOM > SECTIONALS",design,modern
12,"LIVING ROOM > SECTIONALS",design,contemporary
12,"LIVING ROOM > SECTIONALS",design,natural
12,"LIVING ROOM > SECTIONALS",design,regular
13,"LIVING ROOM > LIVING ROOM SETS",color,White
13,"LIVING ROOM > LIVING ROOM SETS",color,Black
13,"LIVING ROOM > LIVING ROOM SETS",color,Orange
13,"LIVING ROOM > LIVING ROOM SETS",color,Maroon
13,"LIVING ROOM > LIVING ROOM SETS",color,Red
13,"LIVING ROOM > LIVING ROOM SETS",color,Yellow
13,"LIVING ROOM > LIVING ROOM SETS",color,"Lime green"
13,"LIVING ROOM > LIVING ROOM SETS",color,Salmon
13,"LIVING ROOM > LIVING ROOM SETS",color,Green
13,"LIVING ROOM > LIVING ROOM SETS",color,"Sky blue"
13,"LIVING ROOM > LIVING ROOM SETS",color,Crimson
13,"LIVING ROOM > LIVING ROOM SETS",color,Aqua
13,"LIVING ROOM > LIVING ROOM SETS",color,Grey
13,"LIVING ROOM > LIVING ROOM SETS",color,Purple
13,"LIVING ROOM > LIVING ROOM SETS",color,Mustard
13,"LIVING ROOM > LIVING ROOM SETS",color,Peach
13,"LIVING ROOM > LIVING ROOM SETS",color,Violet
13,"LIVING ROOM > LIVING ROOM SETS",color,Magenta
13,"LIVING ROOM > LIVING ROOM SETS",color,Coral
13,"LIVING ROOM > LIVING ROOM SETS",color,Saffron
13,"LIVING ROOM > LIVING ROOM SETS",color,Brown
13,"LIVING ROOM > LIVING ROOM SETS",color,Pink
13,"LIVING ROOM > LIVING ROOM SETS",color,Tan
13,"LIVING ROOM > LIVING ROOM SETS",color,Teal
13,"LIVING ROOM > LIVING ROOM SETS",color,"Navy Blue"
13,"LIVING ROOM > LIVING ROOM SETS",color,Turquoise
13,"LIVING ROOM > LIVING ROOM SETS",color,Lavender
13,"LIVING ROOM > LIVING ROOM SETS",color,Beige
13,"LIVING ROOM > LIVING ROOM SETS",color,"Lemon yellow"
13,"LIVING ROOM > LIVING ROOM SETS",color,"Grape vine"
13,"LIVING ROOM > LIVING ROOM SETS",color,Indigo
13,"LIVING ROOM > LIVING ROOM SETS",color,Fuchsia
13,"LIVING ROOM > LIVING ROOM SETS",color,Amber
13,"LIVING ROOM > LIVING ROOM SETS",color,"Sea green"
13,"LIVING ROOM > LIVING ROOM SETS",color,"Dark green"
13,"LIVING ROOM > LIVING ROOM SETS",color,Burgundy
13,"LIVING ROOM > LIVING ROOM SETS",color,Charcoal
13,"LIVING ROOM > LIVING ROOM SETS",color,Bronze
13,"LIVING ROOM > LIVING ROOM SETS",color,Cream
13,"LIVING ROOM > LIVING ROOM SETS",color,Mauve
13,"LIVING ROOM > LIVING ROOM SETS",color,Olive
13,"LIVING ROOM > LIVING ROOM SETS",color,Cyan
13,"LIVING ROOM > LIVING ROOM SETS",color,Silver
13,"LIVING ROOM > LIVING ROOM SETS",color,Rust
13,"LIVING ROOM > LIVING ROOM SETS",color,Ruby
13,"LIVING ROOM > LIVING ROOM SETS",color,Azure
13,"LIVING ROOM > LIVING ROOM SETS",color,Mint
13,"LIVING ROOM > LIVING ROOM SETS",color,Pearl
13,"LIVING ROOM > LIVING ROOM SETS",color,Ivory
13,"LIVING ROOM > LIVING ROOM SETS",color,Tangerine
13,"LIVING ROOM > LIVING ROOM SETS",color,"Cherry red"
13,"LIVING ROOM > LIVING ROOM SETS",color,Garnet
13,"LIVING ROOM > LIVING ROOM SETS",color,Emerald
13,"LIVING ROOM > LIVING ROOM SETS",color,Sapphire
13,"LIVING ROOM > LIVING ROOM SETS",material,Plastic
13,"LIVING ROOM > LIVING ROOM SETS",material,Metals
13,"LIVING ROOM > LIVING ROOM SETS",material,Wood
13,"LIVING ROOM > LIVING ROOM SETS",material,Paper
13,"LIVING ROOM > LIVING ROOM SETS",material,"Natural Textiles"
13,"LIVING ROOM > LIVING ROOM SETS",material,"Synthetic Textiles"
13,"LIVING ROOM > LIVING ROOM SETS",material,Leather
13,"LIVING ROOM > LIVING ROOM SETS",material,Fibers
13,"LIVING ROOM > LIVING ROOM SETS",design,modern
13,"LIVING ROOM > LIVING ROOM SETS",design,contemporary
13,"LIVING ROOM > LIVING ROOM SETS",design,natural
13,"LIVING ROOM > LIVING ROOM SETS",design,regular
21,"OUTDOOR > TABLE",color,White
21,"OUTDOOR > TABLE",color,Black
21,"OUTDOOR > TABLE",color,Orange
21,"OUTDOOR > TABLE",color,Maroon
21,"OUTDOOR > TABLE",color,Red
21,"OUTDOOR > TABLE",color,Yellow
21,"OUTDOOR > TABLE",color,"Lime green"
21,"OUTDOOR > TABLE",color,Salmon
21,"OUTDOOR > TABLE",color,Green
21,"OUTDOOR > TABLE",color,"Sky blue"
21,"OUTDOOR > TABLE",color,Crimson
21,"OUTDOOR > TABLE",color,Aqua
21,"OUTDOOR > TABLE",color,Grey
21,"OUTDOOR > TABLE",color,Purple
21,"OUTDOOR > TABLE",color,Mustard
21,"OUTDOOR > TABLE",color,Peach
21,"OUTDOOR > TABLE",color,Violet
21,"OUTDOOR > TABLE",color,Magenta
21,"OUTDOOR > TABLE",color,Coral
21,"OUTDOOR > TABLE",color,Saffron
21,"OUTDOOR > TABLE",color,Brown
21,"OUTDOOR > TABLE",color,Pink
21,"OUTDOOR > TABLE",color,Tan
21,"OUTDOOR > TABLE",color,Teal
21,"OUTDOOR > TABLE",color,"Navy Blue"
21,"OUTDOOR > TABLE",color,Turquoise
21,"OUTDOOR > TABLE",color,Lavender
21,"OUTDOOR > TABLE",color,Beige
21,"OUTDOOR > TABLE",color,"Lemon yellow"
21,"OUTDOOR > TABLE",color,"Grape vine"
21,"OUTDOOR > TABLE",color,Indigo
21,"OUTDOOR > TABLE",color,Fuchsia
21,"OUTDOOR > TABLE",color,Amber
21,"OUTDOOR > TABLE",color,"Sea green"
21,"OUTDOOR > TABLE",color,"Dark green"
21,"OUTDOOR > TABLE",color,Burgundy
21,"OUTDOOR > TABLE",color,Charcoal
21,"OUTDOOR > TABLE",color,Bronze
21,"OUTDOOR > TABLE",color,Cream
21,"OUTDOOR > TABLE",color,Mauve
21,"OUTDOOR > TABLE",color,Olive
21,"OUTDOOR > TABLE",color,Cyan
21,"OUTDOOR > TABLE",color,Silver
21,"OUTDOOR > TABLE",color,Rust
21,"OUTDOOR > TABLE",color,Ruby
21,"OUTDOOR > TABLE",color,Azure
21,"OUTDOOR > TABLE",color,Mint
21,"OUTDOOR > TABLE",color,Pearl
21,"OUTDOOR > TABLE",color,Ivory
21,"OUTDOOR > TABLE",color,Tangerine
21,"OUTDOOR > TABLE",color,"Cherry red"
21,"OUTDOOR > TABLE",color,Garnet
21,"OUTDOOR > TABLE",color,Emerald
21,"OUTDOOR > TABLE",color,Sapphire
21,"OUTDOOR > TABLE",material,Plastic
21,"OUTDOOR > TABLE",material,Metals
21,"OUTDOOR > TABLE",material,Wood
21,"OUTDOOR > TABLE",material,Paper
21,"OUTDOOR > TABLE",material,"Natural Textiles"
21,"OUTDOOR > TABLE",material,"Synthetic Textiles"
21,"OUTDOOR > TABLE",material,Leather
21,"OUTDOOR > TABLE",material,Fibers
21,"OUTDOOR > TABLE",design,modern
21,"OUTDOOR > TABLE",design,contemporary
21,"OUTDOOR > TABLE",design,natural
21,"OUTDOOR > TABLE",design,regular
22,"OUTDOOR > CHAIR",color,White
22,"OUTDOOR > CHAIR",color,Black
22,"OUTDOOR > CHAIR",color,Orange
22,"OUTDOOR > CHAIR",color,Maroon
22,"OUTDOOR > CHAIR",color,Red
22,"OUTDOOR > CHAIR",color,Yellow
22,"OUTDOOR > CHAIR",color,"Lime green"
22,"OUTDOOR > CHAIR",color,Salmon
22,"OUTDOOR > CHAIR",color,Green
22,"OUTDOOR > CHAIR",color,"Sky blue"
22,"OUTDOOR > CHAIR",color,Crimson
22,"OUTDOOR > CHAIR",color,Aqua
22,"OUTDOOR > CHAIR",color,Grey
22,"OUTDOOR > CHAIR",color,Purple
22,"OUTDOOR > CHAIR",color,Mustard
22,"OUTDOOR > CHAIR",color,Peach
22,"OUTDOOR > CHAIR",color,Violet
22,"OUTDOOR > CHAIR",color,Magenta
22,"OUTDOOR > CHAIR",color,Coral
22,"OUTDOOR > CHAIR",color,Saffron
22,"OUTDOOR > CHAIR",color,Brown
22,"OUTDOOR > CHAIR",color,Pink
22,"OUTDOOR > CHAIR",color,Tan
22,"OUTDOOR > CHAIR",color,Teal
22,"OUTDOOR > CHAIR",color,"Navy Blue"
22,"OUTDOOR > CHAIR",color,Turquoise
22,"OUTDOOR > CHAIR",color,Lavender
22,"OUTDOOR > CHAIR",color,Beige
22,"OUTDOOR > CHAIR",color,"Lemon yellow"
22,"OUTDOOR > CHAIR",color,"Grape vine"
22,"OUTDOOR > CHAIR",color,Indigo
22,"OUTDOOR > CHAIR",color,Fuchsia
22,"OUTDOOR > CHAIR",color,Amber
22,"OUTDOOR > CHAIR",color,"Sea green"
22,"OUTDOOR > CHAIR",color,"Dark green"
22,"OUTDOOR > CHAIR",color,Burgundy
22,"OUTDOOR > CHAIR",color,Charcoal
22,"OUTDOOR > CHAIR",color,Bronze
22,"OUTDOOR > CHAIR",color,Cream
22,"OUTDOOR > CHAIR",color,Mauve
22,"OUTDOOR > CHAIR",color,Olive
22,"OUTDOOR > CHAIR",color,Cyan
22,"OUTDOOR > CHAIR",color,Silver
22,"OUTDOOR > CHAIR",color,Rust
22,"OUTDOOR > CHAIR",color,Ruby
22,"OUTDOOR > CHAIR",color,Azure
22,"OUTDOOR > CHAIR",color,Mint
22,"OUTDOOR > CHAIR",color,Pearl
22,"OUTDOOR > CHAIR",color,Ivory
22,"OUTDOOR > CHAIR",color,Tangerine
22,"OUTDOOR > CHAIR",color,"Cherry red"
22,"OUTDOOR > CHAIR",color,Garnet
22,"OUTDOOR > CHAIR",color,Emerald
22,"OUTDOOR > CHAIR",color,Sapphire
22,"OUTDOOR > CHAIR",material,Plastic
22,"OUTDOOR > CHAIR",material,Metals
22,"OUTDOOR > CHAIR",material,Wood
22,"OUTDOOR > CHAIR",material,Paper
22,"OUTDOOR > CHAIR",material,"Natural Textiles"
22,"OUTDOOR > CHAIR",material,"Synthetic Textiles"
22,"OUTDOOR > CHAIR",material,Leather
22,"OUTDOOR > CHAIR",material,Fibers
22,"OUTDOOR > CHAIR",design,modern
22,"OUTDOOR > CHAIR",design,contemporary
22,"OUTDOOR > CHAIR",design,natural
22,"OUTDOOR > CHAIR",design,regular
23,"OUTDOOR > SOFA",color,White
23,"OUTDOOR > SOFA",color,Black
23,"OUTDOOR > SOFA",color,Orange
23,"OUTDOOR > SOFA",color,Maroon
23,"OUTDOOR > SOFA",color,Red
23,"OUTDOOR > SOFA",color,Yellow
23,"OUTDOOR > SOFA",color,"Lime green"
23,"OUTDOOR > SOFA",color,Salmon
23,"OUTDOOR > SOFA",color,Green
23,"OUTDOOR > SOFA",color,"Sky blue"
23,"OUTDOOR > SOFA",color,Crimson
23,"OUTDOOR > SOFA",color,Aqua
23,"OUTDOOR > SOFA",color,Grey
23,"OUTDOOR > SOFA",color,Purple
23,"OUTDOOR > SOFA",color,Mustard
23,"OUTDOOR > SOFA",color,Peach
23,"OUTDOOR > SOFA",color,Violet
23,"OUTDOOR > SOFA",color,Magenta
23,"OUTDOOR > SOFA",color,Coral
23,"OUTDOOR > SOFA",color,Saffron
23,"OUTDOOR > SOFA",color,Brown
23,"OUTDOOR > SOFA",color,Pink
23,"OUTDOOR > SOFA",color,Tan
23,"OUTDOOR > SOFA",color,Teal
23,"OUTDOOR > SOFA",color,"Navy Blue"
23,"OUTDOOR > SOFA",color,Turquoise
23,"OUTDOOR > SOFA",color,Lavender
23,"OUTDOOR > SOFA",color,Beige
23,"OUTDOOR > SOFA",color,"Lemon yellow"
23,"OUTDOOR > SOFA",color,"Grape vine"
23,"OUTDOOR > SOFA",color,Indigo
23,"OUTDOOR > SOFA",color,Fuchsia
23,"OUTDOOR > SOFA",color,Amber
23,"OUTDOOR > SOFA",color,"Sea green"
23,"OUTDOOR > SOFA",color,"Dark green"
23,"OUTDOOR > SOFA",color,Burgundy
23,"OUTDOOR > SOFA",color,Charcoal
23,"OUTDOOR > SOFA",color,Bronze
23,"OUTDOOR > SOFA",color,Cream
23,"OUTDOOR > SOFA",color,Mauve
23,"OUTDOOR > SOFA",color,Olive
23,"OUTDOOR > SOFA",color,Cyan
23,"OUTDOOR > SOFA",color,Silver
23,"OUTDOOR > SOFA",color,Rust
23,"OUTDOOR > SOFA",color,Ruby
23,"OUTDOOR > SOFA",color,Azure
23,"OUTDOOR > SOFA",color,Mint
23,"OUTDOOR > SOFA",color,Pearl
23,"OUTDOOR > SOFA",color,Ivory
23,"OUTDOOR > SOFA",color,Tangerine
23,"OUTDOOR > SOFA",color,"Cherry red"
23,"OUTDOOR > SOFA",color,Garnet
23,"OUTDOOR > SOFA",color,Emerald
23,"OUTDOOR > SOFA",color,Sapphire
23,"OUTDOOR > SOFA",material,Plastic
23,"OUTDOOR > SOFA",material,Metals
23,"OUTDOOR > SOFA",material,Wood
23,"OUTDOOR > SOFA",material,Paper
23,"OUTDOOR > SOFA",material,"Natural Textiles"
23,"OUTDOOR > SOFA",material,"Synthetic Textiles"
23,"OUTDOOR > SOFA",material,Leather
23,"OUTDOOR > SOFA",material,Fibers
23,"OUTDOOR > SOFA",design,modern
23,"OUTDOOR > SOFA",design,contemporary
23,"OUTDOOR > SOFA",design,natural
23,"OUTDOOR > SOFA",design,regular
24,"OUTDOOR > OTTOMAN",color,White
24,"OUTDOOR > OTTOMAN",color,Black
24,"OUTDOOR > OTTOMAN",color,Orange
24,"OUTDOOR > OTTOMAN",color,Maroon
24,"OUTDOOR > OTTOMAN",color,Red
24,"OUTDOOR > OTTOMAN",color,Yellow
24,"OUTDOOR > OTTOMAN",color,"Lime green"
24,"OUTDOOR > OTTOMAN",color,Salmon
24,"OUTDOOR > OTTOMAN",color,Green
24,"OUTDOOR > OTTOMAN",color,"Sky blue"
24,"OUTDOOR > OTTOMAN",color,Crimson
24,"OUTDOOR > OTTOMAN",color,Aqua
24,"OUTDOOR > OTTOMAN",color,Grey
24,"OUTDOOR > OTTOMAN",color,Purple
24,"OUTDOOR > OTTOMAN",color,Mustard
24,"OUTDOOR > OTTOMAN",color,Peach
24,"OUTDOOR > OTTOMAN",color,Violet
24,"OUTDOOR > OTTOMAN",color,Magenta
24,"OUTDOOR > OTTOMAN",color,Coral
24,"OUTDOOR > OTTOMAN",color,Saffron
24,"OUTDOOR > OTTOMAN",color,Brown
24,"OUTDOOR > OTTOMAN",color,Pink
24,"OUTDOOR > OTTOMAN",color,Tan
24,"OUTDOOR > OTTOMAN",color,Teal
24,"OUTDOOR > OTTOMAN",color,"Navy Blue"
24,"OUTDOOR > OTTOMAN",color,Turquoise
24,"OUTDOOR > OTTOMAN",color,Lavender
24,"OUTDOOR > OTTOMAN",color,Beige
24,"OUTDOOR > OTTOMAN",color,"Lemon yellow"
24,"OUTDOOR > OTTOMAN",color,"Grape vine"
24,"OUTDOOR > OTTOMAN",color,Indigo
24,"OUTDOOR > OTTOMAN",color,Fuchsia
24,"OUTDOOR > OTTOMAN",color,Amber
24,"OUTDOOR > OTTOMAN",color,"Sea green"
24,"OUTDOOR > OTTOMAN",color,"Dark green"
24,"OUTDOOR > OTTOMAN",color,Burgundy
24,"OUTDOOR > OTTOMAN",color,Charcoal
24,"OUTDOOR > OTTOMAN",color,Bronze
24,"OUTDOOR > OTTOMAN",color,Cream
24,"OUTDOOR > OTTOMAN",color,Mauve
24,"OUTDOOR > OTTOMAN",color,Olive
24,"OUTDOOR > OTTOMAN",color,Cyan
24,"OUTDOOR > OTTOMAN",color,Silver
24,"OUTDOOR > OTTOMAN",color,Rust
24,"OUTDOOR > OTTOMAN",color,Ruby
24,"OUTDOOR > OTTOMAN",color,Azure
24,"OUTDOOR > OTTOMAN",color,Mint
24,"OUTDOOR > OTTOMAN",color,Pearl
24,"OUTDOOR > OTTOMAN",color,Ivory
24,"OUTDOOR > OTTOMAN",color,Tangerine
24,"OUTDOOR > OTTOMAN",color,"Cherry red"
24,"OUTDOOR > OTTOMAN",color,Garnet
24,"OUTDOOR > OTTOMAN",color,Emerald
24,"OUTDOOR > OTTOMAN",color,Sapphire
24,"OUTDOOR > OTTOMAN",material,Plastic
24,"OUTDOOR > OTTOMAN",material,Metals
24,"OUTDOOR > OTTOMAN",material,Wood
24,"OUTDOOR > OTTOMAN",material,Paper
24,"OUTDOOR > OTTOMAN",material,"Natural Textiles"
24,"OUTDOOR > OTTOMAN",material,"Synthetic Textiles"
24,"OUTDOOR > OTTOMAN",material,Leather
24,"OUTDOOR > OTTOMAN",material,Fibers
24,"OUTDOOR > OTTOMAN",design,modern
24,"OUTDOOR > OTTOMAN",design,contemporary
24,"OUTDOOR > OTTOMAN",design,natural
24,"OUTDOOR > OTTOMAN",design,regular
